signguCode,signguNm,daywkDivCd,daywkDivNm,touDivCd,touDivNm,touNum,baseYmd
30200,유성구,2,화요일,1,현지인(a),254429.0,20250211
30200,유성구,2,화요일,2,외지인(b),151060.0,20250211
30200,유성구,2,화요일,3,외국인(c),1011.3699999999999,20250211
30230,대덕구,2,화요일,1,현지인(a),79863.0,20250211
30230,대덕구,2,화요일,2,외지인(b),67063.5,20250211
30230,대덕구,2,화요일,3,외국인(c),338.96999999999997,20250211
30110,동구,3,수요일,1,현지인(a),88123.0,20250212
30110,동구,3,수요일,2,외지인(b),94979.5,20250212
30110,동구,3,수요일,3,외국인(c),568.2499999999999,20250212
30140,중구,3,수요일,1,현지인(a),120116.5,20250212
30140,중구,3,수요일,2,외지인(b),103488.0,20250212
30140,중구,3,수요일,3,외국인(c),367.42999999999984,20250212
30170,서구,3,수요일,1,현지인(a),266115.5,20250212
30170,서구,3,수요일,2,외지인(b),145852.0,20250212
30170,서구,3,수요일,3,외국인(c),708.86,20250212
30200,유성구,3,수요일,1,현지인(a),248594.5,20250212
30200,유성구,3,수요일,2,외지인(b),135887.5,20250212
30200,유성구,3,수요일,3,외국인(c),910.88,20250212
30230,대덕구,3,수요일,1,현지인(a),77899.5,20250212
30230,대덕구,3,수요일,2,외지인(b),60161.5,20250212
30230,대덕구,3,수요일,3,외국인(c),342.21000000000004,20250212
30110,동구,4,목요일,1,현지인(a),90741.0,20250213
30110,동구,4,목요일,2,외지인(b),110236.0,20250213
30110,동구,4,목요일,3,외국인(c),517.76,20250213
30140,중구,4,목요일,1,현지인(a),123651.5,20250213
30140,중구,4,목요일,2,외지인(b),118366.5,20250213
30140,중구,4,목요일,3,외국인(c),385.9699999999999,20250213
30170,서구,4,목요일,1,현지인(a),272265.0,20250213
30170,서구,4,목요일,2,외지인(b),161108.5,20250213
30170,서구,4,목요일,3,외국인(c),826.3000000000001,20250213
30200,유성구,4,목요일,1,현지인(a),254180.5,20250213
30200,유성구,4,목요일,2,외지인(b),159726.0,20250213
30200,유성구,4,목요일,3,외국인(c),1056.4099999999999,20250213
30230,대덕구,4,목요일,1,현지인(a),79562.0,20250213
30230,대덕구,4,목요일,2,외지인(b),68834.5,20250213
30230,대덕구,4,목요일,3,외국인(c),424.5500000000001,20250213
30110,동구,5,금요일,1,현지인(a),92890.0,20250214
30110,동구,5,금요일,2,외지인(b),130585.0,20250214
30110,동구,5,금요일,3,외국인(c),561.6200000000001,20250214
30140,중구,5,금요일,1,현지인(a),126035.0,20250214
30140,중구,5,금요일,2,외지인(b),134190.0,20250214
30140,중구,5,금요일,3,외국인(c),430.43999999999994,20250214
30170,서구,5,금요일,1,현지인(a),276720.5,20250214
30170,서구,5,금요일,2,외지인(b),184646.0,20250214
30170,서구,5,금요일,3,외국인(c),792.0499999999998,20250214
30200,유성구,5,금요일,1,현지인(a),257715.5,20250214
30200,유성구,5,금요일,2,외지인(b),186424.0,20250214
30200,유성구,5,금요일,3,외국인(c),1103.37,20250214
30230,대덕구,5,금요일,1,현지인(a),81154.5,20250214
30230,대덕구,5,금요일,2,외지인(b),79663.5,20250214
30230,대덕구,5,금요일,3,외국인(c),395.13,20250214
30110,동구,6,토요일,1,현지인(a),85498.0,20250215
30110,동구,6,토요일,2,외지인(b),162907.5,20250215
30110,동구,6,토요일,3,외국인(c),597.03,20250215
30140,중구,6,토요일,1,현지인(a),115580.5,20250215
30140,중구,6,토요일,2,외지인(b),172448.5,20250215
30140,중구,6,토요일,3,외국인(c),393.59999999999997,20250215
30170,서구,6,토요일,1,현지인(a),249711.0,20250215
30170,서구,6,토요일,2,외지인(b),224301.0,20250215
30170,서구,6,토요일,3,외국인(c),796.9500000000002,20250215
30200,유성구,6,토요일,1,현지인(a),222834.5,20250215
30200,유성구,6,토요일,2,외지인(b),218239.0,20250215
30200,유성구,6,토요일,3,외국인(c),938.75,20250215
30230,대덕구,6,토요일,1,현지인(a),71361.5,20250215
30230,대덕구,6,토요일,2,외지인(b),92295.0,20250215
30230,대덕구,6,토요일,3,외국인(c),363.53999999999985,20250215
30110,동구,7,일요일,1,현지인(a),82593.0,20250216
30110,동구,7,일요일,2,외지인(b),137350.5,20250216
30110,동구,7,일요일,3,외국인(c),475.06,20250216
30140,중구,7,일요일,1,현지인(a),110953.5,20250216
30140,중구,7,일요일,2,외지인(b),142317.0,20250216
30140,중구,7,일요일,3,외국인(c),338.5,20250216
30170,서구,7,일요일,1,현지인(a),239081.5,20250216
30170,서구,7,일요일,2,외지인(b),181993.0,20250216
30170,서구,7,일요일,3,외국인(c),662.38,20250216
30200,유성구,7,일요일,1,현지인(a),218596.0,20250216
30200,유성구,7,일요일,2,외지인(b),184716.0,20250216
30200,유성구,7,일요일,3,외국인(c),772.0599999999997,20250216
30230,대덕구,7,일요일,1,현지인(a),67623.5,20250216
30230,대덕구,7,일요일,2,외지인(b),78778.0,20250216
30230,대덕구,7,일요일,3,외국인(c),361.2099999999999,20250216
30110,동구,1,월요일,1,현지인(a),90699.0,20250217
30110,동구,1,월요일,2,외지인(b),108237.5,20250217
30110,동구,1,월요일,3,외국인(c),429.6800000000001,20250217
30140,중구,1,월요일,1,현지인(a),121467.5,20250217
30140,중구,1,월요일,2,외지인(b),114887.5,20250217
30140,중구,1,월요일,3,외국인(c),343.85999999999996,20250217
30170,서구,1,월요일,1,현지인(a),270242.0,20250217
30170,서구,1,월요일,2,외지인(b),161129.5,20250217
30170,서구,1,월요일,3,외국인(c),692.89,20250217
30200,유성구,1,월요일,1,현지인(a),249063.5,20250217
30200,유성구,1,월요일,2,외지인(b),152281.5,20250217
30200,유성구,1,월요일,3,외국인(c),955.25,20250217
30230,대덕구,1,월요일,1,현지인(a),78540.0,20250217
30230,대덕구,1,월요일,2,외지인(b),70640.5,20250217
30230,대덕구,1,월요일,3,외국인(c),339.14000000000004,20250217
30110,동구,2,화요일,1,현지인(a),90629.0,20250218
30110,동구,2,화요일,2,외지인(b),109112.5,20250218
30110,동구,2,화요일,3,외국인(c),599.48,20250218
30140,중구,2,화요일,1,현지인(a),122328.5,20250218
30140,중구,2,화요일,2,외지인(b),117929.0,20250218
30140,중구,2,화요일,3,외국인(c),412.7599999999998,20250218
30170,서구,2,화요일,1,현지인(a),268327.5,20250218
30170,서구,2,화요일,2,외지인(b),169113.0,20250218
30170,서구,2,화요일,3,외국인(c),671.4599999999999,20250218
30200,유성구,2,화요일,1,현지인(a),250824.0,20250218
30200,유성구,2,화요일,2,외지인(b),161707.0,20250218
30200,유성구,2,화요일,3,외국인(c),1024.94,20250218
30230,대덕구,2,화요일,1,현지인(a),78806.0,20250218
30230,대덕구,2,화요일,2,외지인(b),71295.0,20250218
30230,대덕구,2,화요일,3,외국인(c),356.19,20250218
30110,동구,3,수요일,1,현지인(a),90930.0,20250219
30110,동구,3,수요일,2,외지인(b),112283.5,20250219
30110,동구,3,수요일,3,외국인(c),528.0200000000001,20250219
30140,중구,3,수요일,1,현지인(a),122286.5,20250219
30140,중구,3,수요일,2,외지인(b),117939.5,20250219
30140,중구,3,수요일,3,외국인(c),369.97,20250219
30170,서구,3,수요일,1,현지인(a),272051.5,20250219
30170,서구,3,수요일,2,외지인(b),169883.0,20250219
30170,서구,3,수요일,3,외국인(c),627.7699999999999,20250219
30200,유성구,3,수요일,1,현지인(a),252308.0,20250219
30200,유성구,3,수요일,2,외지인(b),162004.5,20250219
30200,유성구,3,수요일,3,외국인(c),1071.3600000000004,20250219
30230,대덕구,3,수요일,1,현지인(a),79184.0,20250219
30230,대덕구,3,수요일,2,외지인(b),72072.0,20250219
30230,대덕구,3,수요일,3,외국인(c),459.53999999999996,20250219
30110,동구,4,목요일,1,현지인(a),90314.0,20250220
30110,동구,4,목요일,2,외지인(b),114576.0,20250220
30110,동구,4,목요일,3,외국인(c),517.9300000000001,20250220
30140,중구,4,목요일,1,현지인(a),122461.5,20250220
30140,중구,4,목요일,2,외지인(b),123553.5,20250220
30140,중구,4,목요일,3,외국인(c),393.11999999999995,20250220
30170,서구,4,목요일,1,현지인(a),269773.0,20250220
30170,서구,4,목요일,2,외지인(b),174296.5,20250220
30170,서구,4,목요일,3,외국인(c),723.0699999999996,20250220
30200,유성구,4,목요일,1,현지인(a),252182.0,20250220
30200,유성구,4,목요일,2,외지인(b),168175.0,20250220
30200,유성구,4,목요일,3,외국인(c),1216.0800000000002,20250220
30230,대덕구,4,목요일,1,현지인(a),78893.5,20250220
30230,대덕구,4,목요일,2,외지인(b),74046.0,20250220
30230,대덕구,4,목요일,3,외국인(c),475.61999999999983,20250220
30110,동구,5,금요일,1,현지인(a),92977.5,20250221
30110,동구,5,금요일,2,외지인(b),132762.0,20250221
30110,동구,5,금요일,3,외국인(c),663.6899999999999,20250221
30140,중구,5,금요일,1,현지인(a),124495.0,20250221
30140,중구,5,금요일,2,외지인(b),133651.0,20250221
30140,중구,5,금요일,3,외국인(c),362.20999999999987,20250221
30170,서구,5,금요일,1,현지인(a),274585.5,20250221
30170,서구,5,금요일,2,외지인(b),186812.5,20250221
30170,서구,5,금요일,3,외국인(c),765.5800000000002,20250221
30200,유성구,5,금요일,1,현지인(a),254271.5,20250221
30200,유성구,5,금요일,2,외지인(b),180299.0,20250221
30200,유성구,5,금요일,3,외국인(c),1116.8500000000004,20250221
30230,대덕구,5,금요일,1,현지인(a),79443.0,20250221
30230,대덕구,5,금요일,2,외지인(b),79163.0,20250221
30230,대덕구,5,금요일,3,외국인(c),420.5399999999999,20250221
30110,동구,6,토요일,1,현지인(a),85421.0,20250222
30110,동구,6,토요일,2,외지인(b),167790.0,20250222
30110,동구,6,토요일,3,외국인(c),730.6100000000002,20250222
30140,중구,6,토요일,1,현지인(a),115563.0,20250222
30140,중구,6,토요일,2,외지인(b),180159.0,20250222
30140,중구,6,토요일,3,외국인(c),448.38000000000005,20250222
30170,서구,6,토요일,1,현지인(a),250306.0,20250222
30170,서구,6,토요일,2,외지인(b),257659.5,20250222
30170,서구,6,토요일,3,외국인(c),704.36,20250222
30200,유성구,6,토요일,1,현지인(a),221952.5,20250222
30200,유성구,6,토요일,2,외지인(b),229190.5,20250222
30200,유성구,6,토요일,3,외국인(c),1041.33,20250222
30230,대덕구,6,토요일,1,현지인(a),70941.5,20250222
30230,대덕구,6,토요일,2,외지인(b),95602.5,20250222
30230,대덕구,6,토요일,3,외국인(c),412.22999999999996,20250222
30110,동구,7,일요일,1,현지인(a),81301.5,20250223
30110,동구,7,일요일,2,외지인(b),139076.0,20250223
30110,동구,7,일요일,3,외국인(c),643.8500000000001,20250223
30140,중구,7,일요일,1,현지인(a),108293.5,20250223
30140,중구,7,일요일,2,외지인(b),136731.0,20250223
30140,중구,7,일요일,3,외국인(c),461.24999999999994,20250223
30170,서구,7,일요일,1,현지인(a),233366.0,20250223
30170,서구,7,일요일,2,외지인(b),179875.5,20250223
30170,서구,7,일요일,3,외국인(c),686.88,20250223
30200,유성구,7,일요일,1,현지인(a),216821.5,20250223
30200,유성구,7,일요일,2,외지인(b),200760.0,20250223
30200,유성구,7,일요일,3,외국인(c),1053.21,20250223
30230,대덕구,7,일요일,1,현지인(a),66146.5,20250223
30230,대덕구,7,일요일,2,외지인(b),78907.5,20250223
30230,대덕구,7,일요일,3,외국인(c),436.5,20250223
30110,동구,1,월요일,1,현지인(a),90170.5,20250224
30110,동구,1,월요일,2,외지인(b),114502.5,20250224
30110,동구,1,월요일,3,외국인(c),636.9100000000002,20250224
30140,중구,1,월요일,1,현지인(a),121422.0,20250224
30140,중구,1,월요일,2,외지인(b),123333.0,20250224
30140,중구,1,월요일,3,외국인(c),411.45,20250224
30170,서구,1,월요일,1,현지인(a),266689.5,20250224
30170,서구,1,월요일,2,외지인(b),172620.0,20250224
30170,서구,1,월요일,3,외국인(c),752.1899999999998,20250224
30200,유성구,1,월요일,1,현지인(a),249427.5,20250224
30200,유성구,1,월요일,2,외지인(b),165354.0,20250224
30200,유성구,1,월요일,3,외국인(c),1177.0400000000002,20250224
30230,대덕구,1,월요일,1,현지인(a),77994.0,20250224
30230,대덕구,1,월요일,2,외지인(b),73003.0,20250224
30230,대덕구,1,월요일,3,외국인(c),466.65,20250224
30110,동구,2,화요일,1,현지인(a),89719.0,20250225
30110,동구,2,화요일,2,외지인(b),119052.5,20250225
30110,동구,2,화요일,3,외국인(c),647.3300000000002,20250225
30140,중구,2,화요일,1,현지인(a),122101.0,20250225
30140,중구,2,화요일,2,외지인(b),127246.0,20250225
30140,중구,2,화요일,3,외국인(c),402.4000000000001,20250225
30170,서구,2,화요일,1,현지인(a),267655.5,20250225
30170,서구,2,화요일,2,외지인(b),175269.5,20250225
30170,서구,2,화요일,3,외국인(c),678.1400000000001,20250225
30200,유성구,2,화요일,1,현지인(a),253235.5,20250225
30200,유성구,2,화요일,2,외지인(b),176942.5,20250225
30200,유성구,2,화요일,3,외국인(c),1315.5600000000002,20250225
30230,대덕구,2,화요일,1,현지인(a),78505.0,20250225
30230,대덕구,2,화요일,2,외지인(b),74879.0,20250225
30230,대덕구,2,화요일,3,외국인(c),449.5700000000001,20250225
30110,동구,3,수요일,1,현지인(a),90576.5,20250226
30110,동구,3,수요일,2,외지인(b),118286.0,20250226
30110,동구,3,수요일,3,외국인(c),629.5700000000002,20250226
30140,중구,3,수요일,1,현지인(a),122535.0,20250226
30140,중구,3,수요일,2,외지인(b),127911.0,20250226
30140,중구,3,수요일,3,외국인(c),427.35,20250226
30170,서구,3,수요일,1,현지인(a),271834.5,20250226
30170,서구,3,수요일,2,외지인(b),178871.0,20250226
30170,서구,3,수요일,3,외국인(c),793.22,20250226
30200,유성구,3,수요일,1,현지인(a),251828.5,20250226
30200,유성구,3,수요일,2,외지인(b),172564.0,20250226
30200,유성구,3,수요일,3,외국인(c),1285.6599999999996,20250226
30230,대덕구,3,수요일,1,현지인(a),79261.0,20250226
30230,대덕구,3,수요일,2,외지인(b),76720.0,20250226
30230,대덕구,3,수요일,3,외국인(c),537.2400000000001,20250226
30110,동구,4,목요일,1,현지인(a),90832.0,20250227
30110,동구,4,목요일,2,외지인(b),126154.0,20250227
30110,동구,4,목요일,3,외국인(c),605.13,20250227
30140,중구,4,목요일,1,현지인(a),122346.0,20250227
30140,중구,4,목요일,2,외지인(b),133280.0,20250227
30140,중구,4,목요일,3,외국인(c),430.0300000000001,20250227
30170,서구,4,목요일,1,현지인(a),269164.0,20250227
30170,서구,4,목요일,2,외지인(b),182213.5,20250227
30170,서구,4,목요일,3,외국인(c),776.23,20250227
30200,유성구,4,목요일,1,현지인(a),251664.0,20250227
30200,유성구,4,목요일,2,외지인(b),179175.5,20250227
30200,유성구,4,목요일,3,외국인(c),1279.31,20250227
30230,대덕구,4,목요일,1,현지인(a),78578.5,20250227
30230,대덕구,4,목요일,2,외지인(b),79471.0,20250227
30230,대덕구,4,목요일,3,외국인(c),473.31,20250227
30110,동구,5,금요일,1,현지인(a),91875.0,20250228
30110,동구,5,금요일,2,외지인(b),147539.0,20250228
30110,동구,5,금요일,3,외국인(c),726.48,20250228
30140,중구,5,금요일,1,현지인(a),124446.0,20250228
30140,중구,5,금요일,2,외지인(b),150181.5,20250228
30140,중구,5,금요일,3,외국인(c),495.62,20250228
30170,서구,5,금요일,1,현지인(a),272751.5,20250228
30170,서구,5,금요일,2,외지인(b),202797.0,20250228
30170,서구,5,금요일,3,외국인(c),741.1800000000001,20250228
30200,유성구,5,금요일,1,현지인(a),251506.5,20250228
30200,유성구,5,금요일,2,외지인(b),193469.5,20250228
30200,유성구,5,금요일,3,외국인(c),1213.4299999999998,20250228
30230,대덕구,5,금요일,1,현지인(a),80265.5,20250228
30230,대덕구,5,금요일,2,외지인(b),86590.0,20250228
30230,대덕구,5,금요일,3,외국인(c),500.53999999999985,20250228
30110,동구,6,토요일,1,현지인(a),77476.0,20250301
30110,동구,6,토요일,2,외지인(b),158585.0,20250301
30110,동구,6,토요일,3,외국인(c),856.0199999999999,20250301
30140,중구,6,토요일,1,현지인(a),107254.0,20250301
30140,중구,6,토요일,2,외지인(b),171517.5,20250301
30140,중구,6,토요일,3,외국인(c),499.8600000000001,20250301
30170,서구,6,토요일,1,현지인(a),230632.5,20250301
30170,서구,6,토요일,2,외지인(b),210080.5,20250301
30170,서구,6,토요일,3,외국인(c),724.9399999999999,20250301
30200,유성구,6,토요일,1,현지인(a),207938.5,20250301
30200,유성구,6,토요일,2,외지인(b),214480.0,20250301
30200,유성구,6,토요일,3,외국인(c),1126.8399999999995,20250301
30230,대덕구,6,토요일,1,현지인(a),65642.5,20250301
30230,대덕구,6,토요일,2,외지인(b),93782.5,20250301
30230,대덕구,6,토요일,3,외국인(c),469.9,20250301
30110,동구,7,일요일,1,현지인(a),78088.5,20250302
30110,동구,7,일요일,2,외지인(b),156114.0,20250302
30110,동구,7,일요일,3,외국인(c),818.68,20250302
30140,중구,7,일요일,1,현지인(a),107051.0,20250302
30140,중구,7,일요일,2,외지인(b),164927.0,20250302
30140,중구,7,일요일,3,외국인(c),452.26,20250302
30170,서구,7,일요일,1,현지인(a),230097.0,20250302
30170,서구,7,일요일,2,외지인(b),205786.0,20250302
30170,서구,7,일요일,3,외국인(c),733.0899999999997,20250302
30200,유성구,7,일요일,1,현지인(a),208666.5,20250302
30200,유성구,7,일요일,2,외지인(b),222463.5,20250302
30200,유성구,7,일요일,3,외국인(c),989.65,20250302
30230,대덕구,7,일요일,1,현지인(a),64232.0,20250302
30230,대덕구,7,일요일,2,외지인(b),92144.5,20250302
30230,대덕구,7,일요일,3,외국인(c),498.16,20250302
30110,동구,1,월요일,1,현지인(a),79534.0,20250303
30110,동구,1,월요일,2,외지인(b),133304.5,20250303
30110,동구,1,월요일,3,외국인(c),814.3200000000002,20250303
30140,중구,1,월요일,1,현지인(a),109126.5,20250303
30140,중구,1,월요일,2,외지인(b),130168.5,20250303
30140,중구,1,월요일,3,외국인(c),398.18999999999994,20250303
30170,서구,1,월요일,1,현지인(a),233334.5,20250303
30170,서구,1,월요일,2,외지인(b),170019.5,20250303
30170,서구,1,월요일,3,외국인(c),630.0200000000001,20250303
30200,유성구,1,월요일,1,현지인(a),215743.5,20250303
30200,유성구,1,월요일,2,외지인(b),176571.5,20250303
30200,유성구,1,월요일,3,외국인(c),1085.6000000000001,20250303
30230,대덕구,1,월요일,1,현지인(a),65954.0,20250303
30230,대덕구,1,월요일,2,외지인(b),74081.0,20250303
30230,대덕구,1,월요일,3,외국인(c),436.53999999999996,20250303
30110,동구,2,화요일,1,현지인(a),86779.0,20250304
30110,동구,2,화요일,2,외지인(b),106463.0,20250304
30110,동구,2,화요일,3,외국인(c),701.0599999999998,20250304
30140,중구,2,화요일,1,현지인(a),119892.5,20250304
30140,중구,2,화요일,2,외지인(b),102809.0,20250304
30140,중구,2,화요일,3,외국인(c),428.42,20250304
30170,서구,2,화요일,1,현지인(a),263522.0,20250304
30170,서구,2,화요일,2,외지인(b),149107.0,20250304
30170,서구,2,화요일,3,외국인(c),605.5500000000001,20250304
30200,유성구,2,화요일,1,현지인(a),248941.0,20250304
30200,유성구,2,화요일,2,외지인(b),147994.0,20250304
30200,유성구,2,화요일,3,외국인(c),1184.9199999999998,20250304
30230,대덕구,2,화요일,1,현지인(a),75334.0,20250304
30230,대덕구,2,화요일,2,외지인(b),65667.0,20250304
30230,대덕구,2,화요일,3,외국인(c),441.43,20250304
30110,동구,3,수요일,1,현지인(a),87129.0,20250305
30110,동구,3,수요일,2,외지인(b),108829.0,20250305
30110,동구,3,수요일,3,외국인(c),702.3100000000003,20250305
30140,중구,3,수요일,1,현지인(a),121747.5,20250305
30140,중구,3,수요일,2,외지인(b),118618.5,20250305
30140,중구,3,수요일,3,외국인(c),421.27000000000004,20250305
30170,서구,3,수요일,1,현지인(a),265874.0,20250305
30170,서구,3,수요일,2,외지인(b),153083.0,20250305
30170,서구,3,수요일,3,외국인(c),650.3899999999999,20250305
30200,유성구,3,수요일,1,현지인(a),250796.0,20250305
30200,유성구,3,수요일,2,외지인(b),154560.0,20250305
30200,유성구,3,수요일,3,외국인(c),1284.1899999999991,20250305
30230,대덕구,3,수요일,1,현지인(a),75985.0,20250305
30230,대덕구,3,수요일,2,외지인(b),68554.5,20250305
30230,대덕구,3,수요일,3,외국인(c),469.78000000000003,20250305
30110,동구,4,목요일,1,현지인(a),87538.5,20250306
30110,동구,4,목요일,2,외지인(b),115423.0,20250306
30110,동구,4,목요일,3,외국인(c),824.1800000000001,20250306
30140,중구,4,목요일,1,현지인(a),121177.0,20250306
30140,중구,4,목요일,2,외지인(b),111261.5,20250306
30140,중구,4,목요일,3,외국인(c),474.1400000000001,20250306
30170,서구,4,목요일,1,현지인(a),266444.5,20250306
30170,서구,4,목요일,2,외지인(b),158795.0,20250306
30170,서구,4,목요일,3,외국인(c),788.92,20250306
30200,유성구,4,목요일,1,현지인(a),251202.0,20250306
30200,유성구,4,목요일,2,외지인(b),162960.0,20250306
30200,유성구,4,목요일,3,외국인(c),1314.3199999999997,20250306
30230,대덕구,4,목요일,1,현지인(a),76650.0,20250306
30230,대덕구,4,목요일,2,외지인(b),72975.0,20250306
30230,대덕구,4,목요일,3,외국인(c),573.2900000000001,20250306
30110,동구,5,금요일,1,현지인(a),89348.0,20250307
30110,동구,5,금요일,2,외지인(b),131302.5,20250307
30110,동구,5,금요일,3,외국인(c),831.5399999999998,20250307
30140,중구,5,금요일,1,현지인(a),124299.0,20250307
30140,중구,5,금요일,2,외지인(b),126493.5,20250307
30140,중구,5,금요일,3,외국인(c),451.4600000000001,20250307
30170,서구,5,금요일,1,현지인(a),273920.5,20250307
30170,서구,5,금요일,2,외지인(b),176722.0,20250307
30170,서구,5,금요일,3,외국인(c),700.3699999999999,20250307
30200,유성구,5,금요일,1,현지인(a),257106.5,20250307
30200,유성구,5,금요일,2,외지인(b),174891.5,20250307
30200,유성구,5,금요일,3,외국인(c),1221.63,20250307
30230,대덕구,5,금요일,1,현지인(a),78634.5,20250307
30230,대덕구,5,금요일,2,외지인(b),76450.5,20250307
30230,대덕구,5,금요일,3,외국인(c),553.6700000000001,20250307
30110,동구,6,토요일,1,현지인(a),82544.0,20250308
30110,동구,6,토요일,2,외지인(b),160531.0,20250308
30110,동구,6,토요일,3,외국인(c),775.7600000000001,20250308
30140,중구,6,토요일,1,현지인(a),114915.5,20250308
30140,중구,6,토요일,2,외지인(b),178122.0,20250308
30140,중구,6,토요일,3,외국인(c),459.74000000000007,20250308
30170,서구,6,토요일,1,현지인(a),249228.0,20250308
30170,서구,6,토요일,2,외지인(b),230037.5,20250308
30170,서구,6,토요일,3,외국인(c),744.75,20250308
30200,유성구,6,토요일,1,현지인(a),226772.0,20250308
30200,유성구,6,토요일,2,외지인(b),231752.5,20250308
30200,유성구,6,토요일,3,외국인(c),1091.44,20250308
30230,대덕구,6,토요일,1,현지인(a),70329.0,20250308
30230,대덕구,6,토요일,2,외지인(b),94689.0,20250308
30230,대덕구,6,토요일,3,외국인(c),471.52,20250308
30110,동구,7,일요일,1,현지인(a),80297.0,20250309
30110,동구,7,일요일,2,외지인(b),138733.0,20250309
30110,동구,7,일요일,3,외국인(c),801.31,20250309
30140,중구,7,일요일,1,현지인(a),111622.0,20250309
30140,중구,7,일요일,2,외지인(b),140987.0,20250309
30140,중구,7,일요일,3,외국인(c),422.9100000000001,20250309
30170,서구,7,일요일,1,현지인(a),239116.5,20250309
30170,서구,7,일요일,2,외지인(b),183134.0,20250309
30170,서구,7,일요일,3,외국인(c),675.7700000000001,20250309
30200,유성구,7,일요일,1,현지인(a),223387.5,20250309
30200,유성구,7,일요일,2,외지인(b),191037.0,20250309
30200,유성구,7,일요일,3,외국인(c),1086.4,20250309
30230,대덕구,7,일요일,1,현지인(a),67193.0,20250309
30230,대덕구,7,일요일,2,외지인(b),81641.0,20250309
30230,대덕구,7,일요일,3,외국인(c),452.7300000000001,20250309
30110,동구,1,월요일,1,현지인(a),88301.5,20250310
30110,동구,1,월요일,2,외지인(b),115136.0,20250310
30110,동구,1,월요일,3,외국인(c),782.6699999999998,20250310
30140,중구,1,월요일,1,현지인(a),120848.0,20250310
30140,중구,1,월요일,2,외지인(b),112038.5,20250310
30140,중구,1,월요일,3,외국인(c),409.6400000000001,20250310
30170,서구,1,월요일,1,현지인(a),265965.0,20250310
30170,서구,1,월요일,2,외지인(b),161889.0,20250310
30170,서구,1,월요일,3,외국인(c),711.4799999999999,20250310
30200,유성구,1,월요일,1,현지인(a),251387.5,20250310
30200,유성구,1,월요일,2,외지인(b),162396.5,20250310
30200,유성구,1,월요일,3,외국인(c),1165.85,20250310
30230,대덕구,1,월요일,1,현지인(a),76156.5,20250310
30230,대덕구,1,월요일,2,외지인(b),73097.5,20250310
30230,대덕구,1,월요일,3,외국인(c),530.9700000000001,20250310
30110,동구,2,화요일,1,현지인(a),87769.5,20250311
30110,동구,2,화요일,2,외지인(b),117141.5,20250311
30110,동구,2,화요일,3,외국인(c),876.1199999999999,20250311
30140,중구,2,화요일,1,현지인(a),120907.5,20250311
30140,중구,2,화요일,2,외지인(b),114250.5,20250311
30140,중구,2,화요일,3,외국인(c),435.2800000000001,20250311
30170,서구,2,화요일,1,현지인(a),266511.0,20250311
30170,서구,2,화요일,2,외지인(b),167919.5,20250311
30170,서구,2,화요일,3,외국인(c),694.9200000000001,20250311
30200,유성구,2,화요일,1,현지인(a),252353.5,20250311
30200,유성구,2,화요일,2,외지인(b),166134.5,20250311
30200,유성구,2,화요일,3,외국인(c),1306.9599999999996,20250311
30230,대덕구,2,화요일,1,현지인(a),76552.0,20250311
30230,대덕구,2,화요일,2,외지인(b),73668.0,20250311
30230,대덕구,2,화요일,3,외국인(c),525.3,20250311
30110,동구,3,수요일,1,현지인(a),87227.0,20250312
30110,동구,3,수요일,2,외지인(b),114775.5,20250312
30110,동구,3,수요일,3,외국인(c),774.1199999999999,20250312
30140,중구,3,수요일,1,현지인(a),120690.5,20250312
30140,중구,3,수요일,2,외지인(b),113057.0,20250312
30140,중구,3,수요일,3,외국인(c),518.75,20250312
30170,서구,3,수요일,1,현지인(a),267414.0,20250312
30170,서구,3,수요일,2,외지인(b),166236.0,20250312
30170,서구,3,수요일,3,외국인(c),728.81,20250312
30200,유성구,3,수요일,1,현지인(a),250988.5,20250312
30200,유성구,3,수요일,2,외지인(b),166617.5,20250312
30200,유성구,3,수요일,3,외국인(c),1313.6899999999998,20250312
30230,대덕구,3,수요일,1,현지인(a),76748.0,20250312
30230,대덕구,3,수요일,2,외지인(b),73314.5,20250312
30230,대덕구,3,수요일,3,외국인(c),575.0500000000001,20250312
30110,동구,4,목요일,1,현지인(a),86828.0,20250313
30110,동구,4,목요일,2,외지인(b),120410.5,20250313
30110,동구,4,목요일,3,외국인(c),819.7599999999999,20250313
30140,중구,4,목요일,1,현지인(a),120204.0,20250313
30140,중구,4,목요일,2,외지인(b),115906.0,20250313
30140,중구,4,목요일,3,외국인(c),492.66000000000014,20250313
30170,서구,4,목요일,1,현지인(a),265622.0,20250313
30170,서구,4,목요일,2,외지인(b),171160.5,20250313
30170,서구,4,목요일,3,외국인(c),734.81,20250313
30200,유성구,4,목요일,1,현지인(a),251149.5,20250313
30200,유성구,4,목요일,2,외지인(b),171528.0,20250313
30200,유성구,4,목요일,3,외국인(c),1199.3199999999995,20250313
30230,대덕구,4,목요일,1,현지인(a),75708.5,20250313
30230,대덕구,4,목요일,2,외지인(b),75355.0,20250313
30230,대덕구,4,목요일,3,외국인(c),563.01,20250313
30110,동구,5,금요일,1,현지인(a),88291.0,20250314
30110,동구,5,금요일,2,외지인(b),138085.5,20250314
30110,동구,5,금요일,3,외국인(c),929.76,20250314
30140,중구,5,금요일,1,현지인(a),123126.5,20250314
30140,중구,5,금요일,2,외지인(b),136241.0,20250314
